segment,label,speaker,start,end
[ 03:36:33.747 -->  03:36:37.257],AI,SPEAKER_28,12993.747218750003,12997.25721875
[ 03:36:37.510 -->  03:36:47.348],BT,SPEAKER_69,12997.51034375,13007.348468750002
[ 03:36:47.635 -->  03:36:50.571],BT,SPEAKER_69,13007.63534375,13010.571593750003
[ 03:36:50.571 -->  03:36:50.588],AI,SPEAKER_28,13010.571593750003,13010.58846875
[ 03:36:52.292 -->  03:37:00.392],AI,SPEAKER_28,13012.292843750001,13020.39284375
[ 03:37:02.535 -->  03:37:04.172],AI,SPEAKER_28,13022.535968750002,13024.172843750002
[ 03:37:06.214 -->  03:37:08.762],G,SPEAKER_56,13026.214718750001,13028.762843750003
[ 03:37:10.197 -->  03:37:11.766],AI,SPEAKER_28,13030.19721875,13031.766593750002
[ 03:37:12.306 -->  03:37:15.765],AI,SPEAKER_28,13032.30659375,13035.765968750002
[ 03:37:16.390 -->  03:37:24.203],BT,SPEAKER_69,13036.390343750001,13044.203468750002
