segment,label,speaker,start,end
[ 02:31:04.487 -->  02:31:07.795],D,SPEAKER_23,9064.487843750001,9067.79534375
[ 02:31:09.685 -->  02:31:16.755],D,SPEAKER_23,9069.68534375,9076.75596875
[ 02:31:17.144 -->  02:31:18.679],D,SPEAKER_23,9077.144093750001,9078.679718750001
[ 02:31:19.034 -->  02:31:21.531],D,SPEAKER_23,9079.03409375,9081.531593750002
[ 02:31:21.666 -->  02:31:23.826],D,SPEAKER_23,9081.66659375,9083.82659375
[ 02:31:24.299 -->  02:31:25.902],D,SPEAKER_23,9084.29909375,9085.902218750001
[ 02:31:26.070 -->  02:31:27.336],D,SPEAKER_23,9086.070968750002,9087.336593750002
[ 02:31:27.572 -->  02:31:28.467],D,SPEAKER_23,9087.57284375,9088.46721875
[ 02:31:28.669 -->  02:31:29.918],D,SPEAKER_23,9088.66971875,9089.918468750002
[ 02:31:30.019 -->  02:31:33.158],D,SPEAKER_23,9090.019718750002,9093.15846875
